"","Buzan","Ash Terrace","Lost Mound","Dudleyville Mound","Leaverton","Camp Village","High Mesa","Bayless Ruin","Flieger","Big Bell","111 Ranch","Davis Ranch Site","Jose Solas Ruin","Armer Gulch Ruin","AZ U:4:009 (ASM)","AZ U:8:589 (ASM)","AZ V:5:125 (ASM)","Bass Point Mound","Griffen Wash Complex","Indian Point Complex","Las Tortugas","Los Hermanos","Meddler Point Mound","Pinto Point Mound","Pyramid Point Complex","Saguaro Muerto","Schoolhouse Point Mesa Complex","Tonto Cliff Dwellings","Lovelady Ranch","AZ W:11:7","WS Ranch","Foote Canyon Pueblo","AZ W:8:4","Blue PO Site","AZ W:8:9","LA 5939","LA 9777","LA 11493","LA 105878","Rudd Creek Pueblo","Slade","Greenwood","Springerville Area Site R57-59","Casa Malpais","Danson Pueblo","Hooper Ranch Pueblo","LA 3279","LA 4987","LA 4989","Pueblo Carrejo","LA 6063","LA 8090","Higgins Flat","LA 8099","Hudson Ranch","LA 83287","LA 85442","LA 3262","Gila Cliff Dwellings","3-Up","Babocomari Village","Hereford","NA 5653","Aztec","Maddox Ranch","Pendleton","Animas River Ruin","Flora Vista","Red Willow II","Clanton Draw","LA 6679","LA 6705","LA 6725","LA 6729","Skunk Springs","LA 7059","LA 7068","LA 7072","LA 7075","LA 7077","LA 7081","LA 7095","LA 7098","LA 7183","LA 7329","LA 7434","LA 7437","LA 7438","LA 7526","LA 7547","To Dil Hil Dry Lake","LA 7582","LA 7641","LA 7704","LA 7935","LA 7938","LA 8240","LA 8476","LA 8477","Shannon Bluff-Point","Salmon II","LA 20266","LA 50078","Stewart Ranch","Hoskins","Double Adobe","Saddle Bronc","Kello Blancett","Morris' Old Fort","LA 100068","LA 100069","Kinishba","Awat'ovi","Heshoda Yala:wa","Archeotekopa II","Techado Spring","Jaralosa","Fort Site","Horse Camp Mill","Hinkson Ranch","Ojo Pueblo","Eagle Crag","Eighteen Mile Ruin","Wide Reed Ruin","Hogay Ruin","Togetzoge","Gila Pueblo","Chevelon","Dinwiddie","Hukovi","Old Shongopavi I","Lululongturqi","Pink Arrow","Hubble Corner","Owens-Colvin","Fischer site","Yuma Wash Site","Emigrant Springs","Rocky Point","Wide Ruins","Schoolhouse Point Mound","Cooper Forks Cliff Dwelling","Roundy Ruin","Shumway Ruin","Fourmile Ruin","Bailey Ruin","NA 4566","Pottery Hill--Silver Creek","Pinedale Ruin","Blue Springs Ruin","Tundastusa","Sherwood Ranch","Bean Patch","Garcia Ranch","Broken K Pueblo","Hardscrabble Ruin","Puerco Ruin","Wallace Tank Ruin","Seven Springs","Malpais Spring","Homol'ovi III","Cottonwood Creek","Homol'ovi I","Scribe S","Upper Nutria","Lower Deracho","Day Ranch","Halona:wa South","Atsinna","Cienega","Mirabal","Tinaja","North Atsinna","Yellowhouse","Big House","Naat'a'anii Bikin","Lookout Site","Pueblo de los Muertos","Jack's Lake","Box S","LA 15560","LA 47563","Los Gigantes","Spier 81","LA 109857","Wupatki","Many Farms","Antelope House","Three Turkey House","White House II","Salina Springs II","Boss Ranch","Old Caves","Burned Pueblo","Turkey Hill Pueblo","Tachini Point","Inscription House","Whirling Spring","Tower House","Swallow's Nest","Betatakin","Kiet Siel","Batwoman House","Twin Caves Pueblo","Nagashi Bikin","Red House","Scaffold House","Moqui Rock Pueblo","Kinlani","Double Wall Ruin","NA 5628","NA 5651","NA 5654","Hummingbird House","NA 8816","NA 8839","Fireside","Otherside","Organ Rock","Pueblo Grande","Burnt Corn GH","Porcupine Wash","Pinon Ruin","Thief Site","AZ E:6:1","Ford House","Chavez Pass Pueblo","Montezuma Well (E.Rim)","Jackson Ranch Ruin","Clear Creek Ruin","Honanki","Pollack Ruin","Zanardelli Site","Gibbon  Springs","Cherry Creek Mound","University Indian Ruins","Pueblo Blanco","Sunset Mesa","Pueblo Salado","White Rincon","Jackrabbit","Casa Grande","Las Colinas","Whiptail Ruin","Tanque Verde Village","Brady Wash","Mendoza Canyon","Escalante","Las Acequias","Dakota Wash","Hodges Ruin","Romero Ruin","Los Morteros","Casa Buena","Kuykendall","Kimble Ranch/Glass Ranch","Curtis Ruin(Buena Vista)","Fort Grant Pueblo","Drip","Twin Towers","Juniper Terrace","Two Kivas","Atsee Nitsaa","Tuzigoot","Roosevelt 9:13","Crescent Site","Rattlesnake Mesa","Earven Flat Site","AZ CC:2:185","Danson 481","Rabid Ruin","San Xavier Bridge","Continental Site","Cerro Prieto--Santa Cruz","Omawovi","Paaqapa","Pivanhonkyapi","LA 76368","LA 7085","LA 7791","LA 8532","Yuma Wash--Tucson","CS165","CS195","LZ1232","LZ1245","LZ1307","LA 47508","LA 47515","LA 47561","LA 47562","LA 2347","LA 47564","LA 47565","LA 47581","LA 47591","FSOP13","FSOP15","AZ Q:4:58 (ASM)","Garden Canyon","Rillito Fan","LA 82683","LA 82762","LA 85954","LA 85796","LA 85989","LA 86013","LA 86027","LA 86037","LA 86054","Chodistaas","Veteado Pueblo"
"Dinwiddie","0.047","0.047","0.047","0","0.047","0.047","0.047","0.04","0.047","0.011","0.047","0.055","0.005","0","0","0","0","0","0.003","0.001","0.011","0","0.003","0","0.034","0.003","0.014","0","0","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.118","0.034","0.026","0","0","0.374","0.25","0","0","0","0.132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.637","0.333","0.209","0.22","0","0","0","0","0.047","0","0","0","0","0","0","0","0","0","0","0","0","0","0.061","0","0","1","0","0","0","0","0","0","0.047","0.047","0","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.039","0","0","0.933","0.108","0.047","0.047","0","0","0","0","0","0","0","0.047","0.047","0","0.047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0","0","0","0","0","0","0","0","0","0","0","0"
"Hukovi","0","0","0","0","0","0","0","0","0","0","0","0.082","0","0","0","0","0","0","0","0","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.729","0.008","0","0","0","0","0","0","0.05","0","0","0","0.009","0","0","0","0","0","0","0","0","0.007","0.016","0","0","0","0","0.014","0","0","0","0","0","0","0","0","0","0","0.002","0","0","0","0","0","0","0","0","0.006","0","0.078","0.129","0","0","0.001","0","0","0","0","0","0.691","0.404","0.024","0.745","0","0","0.318","0","1","0.486","0.88","0.293","0","0","0","0","0","0","0.12","0","0","0.001","0","0.015","0.002","0.065","0.001","0","0","0","0","0","0.002","0","0","0.111","0.023","0","0.656","0.3","0.434","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.909","0.475","0.129","0","0.288","0.508","0","0.903","0.334","0.746","0.527","0.861","0.936","0.945","0.62","0.643","0.476","0.817","0.67","0.665","0.646","0.531","0.481","0.945","0.939","0.945","0.905","0.809","0.869","0.629","0.655","0.645","0.608","0.764","0","0.344","0.874","0.853","0.932","0.825","0.291","0.304","0.86","0.869","0.769","0.803","0.834","0","0","0","0","0","0","0","0","0","0","0.032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.023","0.945","0.901","0.016","0.243","0","0","0","0","0","0","0","0","0","0","0.876","0.967","0.9","0","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Old Shongopavi I","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.431","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0","0","0","0","0","0","0","0","0","0","0.078","0.638","0","0","0.001","0","0","0","0","0","0.709","0.404","0.008","0.431","0","0","0.228","0","0.486","1","0.52","0.333","0","0","0","0","0","0","0","0","0","0.001","0","0.015","0.001","0","0.001","0","0","0","0","0","0","0","0","0.111","0.023","0","0.431","0.3","0.431","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.431","0.355","0.029","0","0.217","0.388","0","0.496","0.442","0.431","0.407","0.432","0.444","0.431","0.431","0.445","0.356","0.431","0.431","0.431","0.431","0.412","0.361","0.431","0.431","0.431","0.431","0.431","0.431","0.431","0.431","0.431","0.431","0.431","0","0.237","0.431","0.431","0.431","0.431","0.172","0.284","0.514","0.514","0.431","0.431","0.446","0","0","0","0","0","0","0","0","0","0","0.017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.431","0.437","0","0.424","0","0","0","0","0","0","0","0","0","0","0.449","0.456","0.491","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lululongturqi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0","0","0","0","0","0","0","0","0","0","0.078","0.158","0","0","0.001","0","0","0","0","0","0.678","0.404","0.008","0.721","0","0","0.228","0","0.88","0.52","1","0.207","0","0","0","0","0","0","0","0","0","0.001","0","0.015","0.001","0","0.001","0","0","0","0","0","0","0","0","0.111","0.023","0","0.636","0.3","0.434","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.904","0.355","0.029","0","0.217","0.388","0","0.835","0.368","0.626","0.407","0.741","0.816","0.847","0.5","0.524","0.356","0.697","0.55","0.545","0.526","0.412","0.361","0.871","0.879","0.827","0.786","0.69","0.749","0.509","0.536","0.525","0.488","0.645","0","0.237","0.754","0.911","0.812","0.889","0.172","0.239","0.888","0.897","0.684","0.684","0.714","0","0","0","0","0","0","0","0","0","0","0.017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.855","0.871","0","0.238","0","0","0","0","0","0","0","0","0","0","0.93","0.883","0.972","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pink Arrow","0","0","0","0","0","0","0","0","0","0","0","0.082","0","0","0","0","0","0","0","0","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.509","0.008","0","0","0","0","0","0","0.05","0","0","0","0.009","0","0","0","0","0","0","0","0","0.007","0.016","0","0","0","0","0.014","0","0","0","0","0","0","0","0","0","0","0.002","0","0","0","0","0","0","0","0","0.006","0","0.078","0.289","0","0","0.001","0","0","0","0","0","0.38","0.119","0.024","0.143","0","0","0.309","0","0.293","0.333","0.207","1","0","0","0","0","0","0","0.13","0","0","0.001","0","0.015","0.002","0.065","0.001","0","0","0","0","0","0.002","0","0","0.111","0.023","0","0.139","0.152","0.119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.203","0.649","0.129","0","0.19","0.378","0","0.261","0.282","0.334","0.702","0.378","0.316","0.272","0.619","0.609","0.602","0.422","0.568","0.573","0.369","0.707","0.741","0.247","0.232","0.292","0.297","0.395","0.37","0.609","0.583","0.578","0.607","0.474","0","0.336","0.364","0.147","0.307","0.119","0.602","0.35","0.202","0.202","0.204","0.256","0.339","0","0","0","0","0","0","0","0","0","0","0.032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.023","0.254","0.195","0.016","0.371","0","0","0","0","0","0","0","0","0","0","0.17","0.261","0.199","0","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hubble Corner","0.017","0.044","0.06","0","0.333","0","0.009","0.022","0.13","0.053","0.014","0","0","0.076","0.431","0.199","0.431","0.47","0.472","0.447","0.431","0.431","0.446","0.468","0.338","0.472","0.443","0.431","0.472","0.564","0.548","0.675","0.547","0.533","0.664","0.565","0.539","0.431","0.493","0.715","0.711","0.895","0.558","0.695","0.927","0.68","0.509","0.453","0.918","0.431","0.515","0.446","0.47","0.526","0.558","0.508","0.431","0.607","0.49","0.177","0","0","0","0.288","0.045","0.368","0.032","0.061","0.35","0.288","0.082","0.022","0.082","0.147","0.513","0","0.166","0","0.178","0.121","0","0.136","0","0.065","0.048","0","0.029","0.02","0","0.1","0.032","0.227","0.041","0","0.069","0.221","0.087","0","0.262","0.021","0.011","0.007","0","0.059","0.114","0.048","0.208","0.005","0.468","0.07","0.431","0.45","0","0.945","0.826","0.907","0.801","0.927","0.636","0.695","0.971","0.047","0.199","0.9","0.246","0","0.021","0.207","0","0","0","0","0","1","0.091","0.566","0.593","0.655","0.932","0.043","0.447","0.524","0.439","0.431","0.431","0.448","0.561","0.488","0.451","0","0.699","0.643","0.625","0.811","0.737","0.85","0.318","0.401","0.778","0.344","0.25","0.499","0.144","0.703","0.938","0.757","0.906","0.777","0.738","0.649","0.66","0.69","0.641","0.952","0.431","0.431","0.798","0.636","0.837","0.972","0.595","0.482","0.829","0.947","0.957","0.012","0.114","0.41","0.087","0.421","0.093","0.354","0","0","0.077","0.005","0","0","0","0","0","0","0","0","0","0.201","0","0","0","0.008","0","0.036","0.034","0","0","0","0","0","0","0","0","0","0","0","0","0","0.364","0","0.09","0.197","0","0.075","0","0.001","0.947","0","0","0","0","0.003","0","0","0.001","0.002","0","0.006","0","0","0","0","0","0","0","0","0.009","0","0.38","0.283","0","0.023","0","0.04","0.531","0.008","0.532","0","0","0.314","0","0.751","0","0","0","0","0","0","0","0.548","0.133","0","0.441","0.008","0.995","0.827","0.925","0.846","0.976","0.861","0.828","0.431","0.468","0.433","0.452","0.491","0.447","0.431","0.84","0.955","0.725","0","0","0.767","0.822","0.67","0.989","0.964","0.744","0.696","0.713","0.92","0.447","0.814"
"Owens-Colvin","0.425","0.295","0.539","0.009","0.32","0.367","0.036","0.056","0.198","0.205","0.309","0.052","0.011","0.06","0.093","0.125","0.105","0.122","0.132","0.163","0.076","0.071","0.142","0.133","0.126","0.096","0.098","0.097","0.091","0.091","0.125","0.125","0.091","0.125","0.125","0.091","0.091","0.105","0.091","0.091","0.091","0.098","0.091","0.095","0.091","0.1","0.125","0.091","0.091","0.071","0.125","0.085","0.125","0.091","0.125","0.091","0.071","0.091","0.125","0.128","0.011","0","0","0.091","0.031","0.052","0.02","0.02","0.02","0.02","0.071","0.022","0.035","0.091","0.091","0","0.091","0","0.071","0.091","0","0.058","0","0.046","0.02","0","0.029","0.02","0","0.049","0.02","0.02","0.02","0","0.069","0.02","0.02","0","0.047","0.02","0.011","0.007","0","0.265","0.02","0.02","0.031","0.005","0.091","0.033","0.071","0.124","0","0.091","0.091","0.092","0.091","0.091","0.091","0.091","0.091","0.034","0.071","0.091","0.091","0.179","0.108","0.091","0","0","0","0","0","0.091","1","0.113","0.209","0.091","0.091","0.02","0.159","0.091","0.113","0.105","0.084","0.1","0.125","0.125","0.098","0.034","0.125","0.091","0.091","0.091","0.124","0.091","0.071","0.091","0.091","0.033","0.091","0.091","0.071","0.091","0.091","0.091","0.091","0.091","0.091","0.091","0.091","0.091","0.091","0.091","0.071","0.071","0.091","0.089","0.091","0.091","0.091","0.091","0.091","0.091","0.091","0.012","0.071","0.023","0.02","0.091","0.085","0.104","0","0","0.053","0.005","0","0","0","0","0","0","0","0","0","0.091","0","0","0","0.008","0","0.02","0.02","0","0","0","0","0","0","0.245","0","0","0","0","0","0","0.091","0","0.02","0.091","0","0.075","0.007","0.001","0.091","0.001","0.245","0","0.245","0.012","0","0.246","0.247","0.004","0","0.253","0.003","0.245","0.245","0","0.035","0","0.006","0.245","0.012","0","0.37","0.022","0.245","0.023","0","0.027","0.091","0.008","0.125","0.067","0.046","0.388","0.414","0.091","0.001","0","0.001","0","0","0","0","0.091","0.071","0","0.091","0.009","0.091","0.091","0.091","0.091","0.091","0.091","0.091","0.071","0.091","0.073","0.091","0.091","0.087","0.071","0.091","0.091","0.091","0.012","0.019","0.091","0.091","0.091","0.091","0.091","0.091","0.091","0.091","0.091","0.121","0.091"
"Fischer site","0.15","0.113","0.097","0.037","0.386","0.163","0.163","0.083","0.163","0.098","0.198","0.167","0.043","0.042","0.051","0.098","0.066","0.098","0.155","0.078","0.044","0.028","0.176","0.138","0.136","0.077","0.069","0.043","0.041","0.134","0.19","0.556","0.116","0.318","0.605","0.135","0.108","0.216","0.062","0.576","0.281","0.472","0.128","0.269","0.529","0.259","0.126","0.022","0.488","0","0.16","0.015","0.112","0.095","0.19","0.078","0","0.176","0.093","0.33","0.024","0.005","0","0.055","0.053","0.365","0.032","0.061","0.35","0.286","0","0","0.067","0.029","0.339","0","0.072","0","0","0.03","0","0.098","0","0.039","0.048","0","0.014","0.02","0","0.071","0.032","0.227","0.041","0","0","0.221","0.087","0","0.235","0.021","0.011","0.007","0","0.103","0.111","0.046","0.216","0.005","0.037","0.057","0","0.257","0","0.514","0.576","0.577","0.37","0.493","0.206","0.264","0.576","0.033","0","0.576","0.171","0.015","0.096","0.076","0.047","0","0","0","0","0.566","0.113","1","0.71","0.224","0.501","0.043","0.153","0.417","0.127","0.072","0.042","0.057","0.375","0.11","0.056","0.075","0.4","0.213","0.195","0.38","0.34","0.42","0","0.214","0.347","0.332","0.026","0.134","0","0.576","0.507","0.576","0.576","0.576","0.576","0.576","0.576","0.576","0.576","0.576","0","0","0.576","0.576","0.576","0.576","0.165","0.051","0.576","0.576","0.576","0.012","0","0.408","0.087","0.24","0.028","0.258","0","0","0.045","0.001","0","0","0","0","0","0","0","0","0","0.125","0","0","0","0","0","0.036","0.034","0","0","0","0","0","0","0.044","0","0","0","0","0","0","0.173","0","0.09","0.085","0","0.015","0.011","0","0.516","0.004","0.072","0","0.072","0.009","0","0.044","0.046","0.002","0","0.047","0.003","0.044","0.044","0","0.035","0.067","0.005","0.044","0.018","0.12","0.464","0.433","0.044","0.014","0","0.043","0.101","0.002","0.234","0.304","0.339","0.159","0.208","0.321","0.003","0","0.001","0","0","0","0","0.117","0","0","0.34","0.002","0.564","0.576","0.494","0.576","0.545","0.43","0.397","0","0.037","0.003","0.021","0.06","0.016","0","0.409","0.576","0.295","0.012","0.043","0.576","0.576","0.239","0.576","0.576","0.314","0.265","0.283","0.489","0.11","0.576"
"Yuma Wash Site","0.234","0.237","0.216","0.009","0.51","0.327","0.236","0.096","0.368","0.177","0.363","0.253","0.015","0.077","0.04","0.061","0.04","0.096","0.093","0.126","0.051","0.04","0.081","0.086","0.096","0.084","0.081","0.067","0.081","0.174","0.157","0.389","0.156","0.142","0.429","0.175","0.148","0.04","0.102","0.651","0.321","0.505","0.21","0.308","0.624","0.304","0.118","0.063","0.528","0.04","0.125","0.055","0.079","0.136","0.168","0.118","0.04","0.217","0.097","0.35","0.024","0.005","0","0.096","0.053","0.377","0.032","0.061","0.35","0.286","0.04","0.022","0.082","0.069","0.38","0","0.113","0","0.04","0.071","0","0.136","0","0.065","0.048","0","0.029","0.02","0","0.1","0.032","0.227","0.041","0","0.04","0.221","0.087","0","0.262","0.021","0.011","0.007","0","0.08","0.111","0.046","0.216","0.005","0.078","0.07","0.04","0.134","0","0.554","0.643","0.61","0.41","0.56","0.273","0.304","0.593","0.055","0.098","0.593","0.211","0.127","0.098","0.115","0.047","0","0","0","0","0.593","0.209","0.71","1","0.264","0.542","0.043","0.095","0.429","0.049","0.043","0.048","0.063","0.171","0.098","0.061","0","0.308","0.264","0.235","0.42","0.347","0.46","0.074","0.254","0.445","0.344","0.072","0.174","0.04","0.593","0.572","0.593","0.6","0.648","0.651","0.651","0.613","0.651","0.651","0.608","0.04","0.04","0.651","0.651","0.647","0.605","0.206","0.091","0.593","0.593","0.593","0.012","0.04","0.41","0.087","0.28","0.068","0.257","0","0","0.077","0.005","0","0","0","0","0","0","0","0","0","0.165","0","0","0","0.008","0","0.036","0.034","0","0","0","0","0","0","0.021","0","0","0","0","0","0","0.206","0","0.09","0.126","0","0.055","0.007","0.001","0.557","0.004","0.021","0","0.021","0.012","0","0.022","0.024","0.004","0","0.029","0.003","0.021","0.021","0","0.021","0.039","0.006","0.021","0.015","0.201","0.513","0.485","0.021","0.023","0","0.04","0.141","0.022","0.141","0.222","0.213","0.1","0.349","0.361","0","0","0.001","0","0","0","0","0.157","0.04","0","0.38","0.009","0.593","0.593","0.534","0.593","0.585","0.47","0.437","0.04","0.077","0.043","0.119","0.101","0.057","0.04","0.449","0.593","0.393","0.012","0.019","0.593","0.593","0.279","0.593","0.593","0.354","0.305","0.323","0.529","0.057","0.593"
"Emigrant Springs","0.017","0.044","0.064","0","0.284","0","0.009","0.022","0.13","0.053","0.014","0","0","0.091","0.493","0.199","0.478","0.531","0.49","0.509","0.493","0.493","0.508","0.53","0.352","0.534","0.505","0.487","0.519","0.611","0.61","0.574","0.594","0.58","0.499","0.612","0.585","0.478","0.54","0.387","0.701","0.701","0.605","0.701","0.636","0.716","0.557","0.5","0.701","0.478","0.562","0.493","0.516","0.573","0.605","0.555","0.478","0.654","0.535","0.174","0","0","0","0.288","0.042","0.245","0.032","0.061","0.224","0.224","0.082","0.022","0.082","0.147","0.398","0","0.166","0","0.178","0.121","0","0.136","0","0.065","0.048","0","0.029","0.02","0","0.1","0.032","0.224","0.041","0","0.069","0.221","0.087","0","0.251","0.021","0.011","0.007","0","0.059","0.111","0.046","0.205","0.005","0.508","0.07","0.478","0.484","0","0.701","0.49","0.573","0.701","0.677","0.687","0.701","0.628","0.062","0.214","0.571","0.246","0.015","0.021","0.208","0","0","0","0","0","0.655","0.091","0.224","0.264","1","0.701","0.342","0.509","0.374","0.486","0.512","0.534","0.51","0.565","0.539","0.513","0.015","0.716","0.705","0.672","0.701","0.701","0.701","0.617","0.427","0.716","0.236","0.265","0.533","0.144","0.36","0.692","0.415","0.57","0.44","0.398","0.307","0.318","0.361","0.307","0.61","0.761","0.761","0.467","0.296","0.494","0.63","0.642","0.783","0.486","0.605","0.614","0.012","0.114","0.226","0.13","0.43","0.353","0.351","0.055","0","0.158","0.005","0","0","0","0","0","0","0","0","0","0.224","0","0","0","0.008","0","0.036","0.034","0","0","0","0","0","0","0","0","0","0","0","0","0","0.401","0","0.09","0.197","0","0.078","0","0.001","0.702","0","0","0","0","0.003","0","0","0.001","0.002","0","0.006","0","0","0","0","0","0","0","0","0.009","0","0.37","0.229","0","0.023","0","0.05","0.702","0.033","0.579","0.003","0","0.314","0","0.701","0","0","0","0","0","0","0","0.595","0.133","0","0.561","0.008","0.66","0.485","0.701","0.503","0.679","0.701","0.701","0.761","0.775","0.764","0.782","0.803","0.777","0.628","0.701","0.609","0.701","0","0","0.425","0.48","0.701","0.646","0.621","0.701","0.701","0.701","0.701","0.494","0.469"
"Rocky Point","0.017","0.044","0.06","0","0.333","0","0.009","0.022","0.13","0.053","0.014","0","0","0.076","0.499","0.199","0.499","0.525","0.475","0.515","0.499","0.499","0.514","0.536","0.338","0.54","0.511","0.499","0.54","0.632","0.616","0.675","0.615","0.582","0.664","0.633","0.606","0.499","0.561","0.65","0.779","0.963","0.626","0.763","0.899","0.748","0.576","0.521","0.986","0.499","0.583","0.513","0.537","0.594","0.626","0.576","0.499","0.675","0.555","0.174","0","0","0","0.288","0.042","0.365","0.032","0.061","0.35","0.286","0.082","0.022","0.082","0.147","0.513","0","0.166","0","0.178","0.121","0","0.136","0","0.065","0.048","0","0.029","0.02","0","0.1","0.032","0.227","0.041","0","0.069","0.221","0.087","0","0.262","0.021","0.011","0.007","0","0.059","0.111","0.046","0.205","0.005","0.508","0.07","0.499","0.469","0","0.988","0.761","0.84","0.869","0.94","0.704","0.763","0.906","0.047","0.199","0.835","0.246","0","0.021","0.207","0","0","0","0","0","0.932","0.091","0.501","0.542","0.701","1","0.043","0.515","0.524","0.507","0.499","0.499","0.516","0.565","0.556","0.519","0","0.76","0.711","0.693","0.879","0.805","0.918","0.318","0.401","0.845","0.344","0.25","0.499","0.144","0.638","0.97","0.692","0.841","0.712","0.673","0.584","0.595","0.625","0.576","0.887","0.499","0.499","0.733","0.571","0.772","0.907","0.663","0.549","0.764","0.882","0.892","0.012","0.114","0.41","0.087","0.421","0.093","0.351","0","0","0.077","0.005","0","0","0","0","0","0","0","0","0","0.201","0","0","0","0.008","0","0.036","0.034","0","0","0","0","0","0","0","0","0","0","0","0","0","0.364","0","0.09","0.197","0","0.075","0","0.001","0.984","0","0","0","0","0.003","0","0","0.001","0.002","0","0.006","0","0","0","0","0","0","0","0","0.009","0","0.38","0.283","0","0.023","0","0.04","0.599","0.008","0.6","0","0","0.314","0","0.819","0","0","0","0","0","0","0","0.616","0.133","0","0.441","0.008","0.937","0.762","0.992","0.781","0.956","0.929","0.895","0.499","0.536","0.501","0.52","0.559","0.508","0.499","0.908","0.887","0.793","0","0","0.702","0.757","0.737","0.924","0.899","0.812","0.764","0.781","0.987","0.515","0.746"
